post_id;creation_date;score;accepted_answer_id;answer_id_1;score_answer_1;answer_id_2;score_answer_2;answer_id_3;score_answer_3;answer_id_4;score_answer_4;answer_id_5;score_answer_5;chatgpt_response;timestamp;chatgpt_response_integers_only;check_llm_answer_exists_in_answers;chatgpt_response_numeric;rq1_is_llm_answer_correct;check_max_score_answer;max_score_answer_id;is_max_score_answer_equal_accepted_answer;chatgpt_response_numeric_with_integer_responses;is_llm_answer_correct_with_integer_responses;selected_max_score_and_not_selected_accepted_answer;selected_max_score
6457109;2011-06-23 16:01:49.113;20;6457285;6457215;3;6457127;2;6457184;1;6457136;8;6457285;22;6457285;2024-08-15 23:13:46.237200;6457285;True;6457285;1;answer_id_5;6457285;0;6457285;1;0;1
37901505;2016-06-18 20:51:07.403;26;42569334;39827299;7;42569334;21;47778788;3;49732629;23;37902060;6;1;2024-08-16 12:01:34.256251;1;False;1;0;answer_id_4;49732629;1;39827299;0;0;0
14861995;2013-02-13 19:59:46.013;4;14862431;14862431;3;14862209;4;14862151;3;14862447;3;14862259;1;14862431;2024-08-16 11:39:05.889250;14862431;True;14862431;1;answer_id_2;14862209;1;14862431;1;0;0
19820648;2013-11-06 19:07:54.677;0;19820713;49891561;0;19820713;0;19820735;0;19820743;0;68982147;0;68982147;2024-08-16 11:45:22.825382;68982147;True;68982147;0;answer_id_1;49891561;1;68982147;0;0;0
47886611;2017-12-19 12:03:56.773;2;47886711;47886825;2;47886711;8;47902084;2;47886734;0;47901611;1;47901611;2024-08-16 12:05:20.356759;47901611;True;47901611;0;answer_id_2;47886711;0;47901611;0;0;0
23563615;2014-05-09 11:36:28.030;77;23563816;23563867;6;23563816;92;47910300;1;23573137;8;23563811;13;23563816;2024-08-16 11:50:26.878636;23563816;True;23563816;1;answer_id_2;23563816;0;23563816;1;0;1
16237135;2013-04-26 13:01:22.300;66;16237341;16237354;75;38458045;2;48015548;3;16237341;41;63469923;0;16237354;2024-08-16 11:40:16.246334;16237354;True;16237354;0;answer_id_1;16237354;1;16237354;0;1;1
10108122;2012-04-11 14:36:06.520;111;10108143;10108232;9;10108143;57;48080813;10;59196597;5;38539905;54;10108143;2024-08-15 23:21:14.871216;10108143;True;10108143;1;answer_id_2;10108143;0;10108143;1;0;1
18431440;2013-08-25 16:57:32.270;8;18431514;18431514;21;34061365;2;48146477;0;54043909;0;18431485;1;18431514;2024-08-16 11:43:10.333767;18431514;True;18431514;1;answer_id_1;18431514;0;18431514;1;0;1
18248556;2013-08-15 08:03:57.243;3;18248600;18248621;2;18248620;0;18248600;2;18248641;3;18248591;5;18248621;2024-08-16 11:42:43.176658;18248621;True;18248621;0;answer_id_5;18248591;1;18248621;0;0;0
40433248;2016-11-04 23:46:28.857;27;40435356;65658402;9;40435356;48;48225908;4;62217502;2;51319832;3;1;2024-08-16 12:02:39.742343;1;False;1;0;answer_id_2;40435356;0;65658402;0;0;0
14451976;2013-01-22 05:13:51.097;43;14452176;43984852;7;14452493;3;48259499;11;52776978;5;14452176;101;52776978;2024-08-16 11:38:40.994756;52776978;True;52776978;0;answer_id_5;14452176;0;52776978;0;0;0
26441604;2014-10-18 15:49:24.010;-1;26442117;63871754;0;26442117;2;48328596;0;26441788;4;26441710;0;26442117;2024-08-16 11:53:37.381232;26442117;True;26442117;1;answer_id_4;26441788;1;26442117;1;0;0
33232849;2015-10-20 09:26:08.383;76;33726892;33233088;79;57632752;19;48428004;8;51950313;25;33726892;21;2;2024-08-16 11:59:14.675087;2;False;2;0;answer_id_1;33233088;1;57632752;0;0;0
7219989;2011-08-28 09:06:36.983;18;7220130;27955435;3;7220199;0;48434273;2;58248790;0;7220130;32;1;2024-08-15 23:15:14.380618;1;False;1;0;answer_id_5;7220130;0;27955435;0;0;0
48507878;2018-01-29 18:37:50.387;1;48507960;48508033;0;48507960;1;48508137;1;48507948;3;48508092;1;48507960;2024-08-16 12:05:23.984329;48507960;True;48507960;1;answer_id_4;48507948;1;48507960;1;0;0
48596548;2018-02-03 10:55:45.783;-2;48596595;48596628;4;48596606;1;48596599;0;48596591;1;48596595;4;48596628;2024-08-16 12:05:27.180773;48596628;True;48596628;0;answer_id_1;48596628;1;48596628;0;1;1
40637497;2016-11-16 16:39:01.133;0;40637608;40637609;0;40637962;0;40637658;1;40637608;0;40637723;0;40637962;2024-08-16 12:02:44.545153;40637962;True;40637962;0;answer_id_3;40637658;1;40637962;0;0;0
28589639;2015-02-18 17:13:46.007;0;35432781;61976812;1;48352926;3;48852019;5;57299914;1;35432781;3;1;2024-08-16 11:55:16.531581;1;False;1;0;answer_id_3;48852019;1;61976812;0;0;0
21579247;2014-02-05 13:52:38.437;16;22372773;65839810;1;22372773;10;48815383;3;70773134;1;42263843;13;2;2024-08-16 11:48:18.812965;2;False;2;0;answer_id_5;42263843;1;22372773;1;0;0
20314268;2013-12-01 16:17:06.630;26;20315162;20314398;2;20315162;30;48914866;1;42700720;18;22476160;21;20315162;2024-08-16 11:46:13.732836;20315162;True;20315162;1;answer_id_2;20315162;0;20315162;1;0;1
49038048;2018-02-28 20:32:39.833;1;49038170;49038084;2;49038191;1;49038170;6;49038132;0;49038179;0;49038191;2024-08-16 12:05:34.076532;49038191;True;49038191;0;answer_id_3;49038170;0;49038191;0;0;0
49044577;2018-03-01 07:24:12.730;0;49044653;49044653;1;49044767;0;49044648;0;49044632;0;49044694;0;49044653;2024-08-16 12:05:36.157315;49044653;True;49044653;1;answer_id_1;49044653;0;49044653;1;0;1
49213102;2018-03-10 19:23:41.000;6;49213560;49213843;0;49213560;12;49223585;1;49248997;1;49213243;1;49223585;2024-08-16 12:05:37.728548;49223585;True;49223585;0;answer_id_2;49213560;0;49223585;0;0;0
22755551;2014-03-31 07:12:39.700;3;22755585;22755585;4;22755680;0;49222945;0;59226344;0;22755587;0;1;2024-08-16 11:49:34.351294;1;False;1;0;answer_id_1;22755585;0;22755585;1;0;1
47179937;2017-11-08 12:37:54.763;53;47194133;47180610;64;47180085;12;49434412;3;47194133;9;62157113;3;3;2024-08-16 12:05:04.439859;3;False;3;0;answer_id_1;47180610;1;49434412;0;0;0
40336374;2016-10-31 03:57:41.440;35;40336531;53351990;17;40336531;42;49515564;21;40336434;15;46700584;11;49515564;2024-08-16 12:02:38.132385;49515564;True;49515564;0;answer_id_2;40336531;0;49515564;0;0;0
49744940;2018-04-10 03:42:42.427;0;49745048;49744994;1;49745039;1;49744990;1;49745002;1;49745048;1;49745048;2024-08-16 12:05:51.523967;49745048;True;49745048;1;answer_id_1;49744994;1;49745048;1;0;0
40448344;2016-11-06 10:38:05.457;36;40463482;48264273;4;49240927;6;49905417;30;40463482;9;47244964;8;49905417;2024-08-16 12:02:42.969564;49905417;True;49905417;0;answer_id_3;49905417;1;49905417;0;1;1
30723247;2015-06-09 04:50:48.023;11;30723316;68912692;0;30723407;12;49970509;1;47298926;2;30723316;17;68912692;2024-08-16 11:57:19.185252;68912692;True;68912692;0;answer_id_5;30723316;0;68912692;0;0;0
37893515;2016-06-18 05:16:38.050;61;37893568;39392812;25;37893568;159;49932623;4;55276598;16;46412708;4;id: 49932623;2024-08-16 12:01:32.552421;49932623;True;49932623;0;answer_id_2;37893568;0;49932623;0;0;0
41918934;2017-01-29 08:20:52.543;45;41918976;41918976;36;41918968;11;49996291;3;41919016;4;41922527;11;41918976;2024-08-16 12:03:03.913774;41918976;True;41918976;1;answer_id_1;41918976;0;41918976;1;0;1
18189314;2013-08-12 14:16:39.013;24;21071761;21071761;41;18189965;4;50148523;1;18200260;3;18200396;6;3;2024-08-16 11:42:37.968728;3;False;3;0;answer_id_1;21071761;0;50148523;0;0;0
14679837;2013-02-04 03:04:46.743;7;14731944;14679933;5;14731944;4;50440855;-1;14679872;0;75086311;0;14679933;2024-08-16 11:38:52.940754;14679933;True;14679933;0;answer_id_1;14679933;1;14679933;0;1;1
50418368;2018-05-18 19:50:16.923;2;50418423;50418392;4;50418397;3;50418579;3;50418415;3;50418423;3;50418397;2024-08-16 12:05:53.086583;50418397;True;50418397;0;answer_id_1;50418392;1;50418397;0;0;0
49507160;2018-03-27 07:48:27.563;75;49507161;49897344;8;49690532;1;50452313;3;53083341;13;49507161;193;49897344;2024-08-16 12:05:46.663157;49897344;True;49897344;0;answer_id_5;49507161;0;49897344;0;0;0
12273018;2012-09-05 00:26:52.313;3;12273099;12273053;2;12273099;1;12273063;0;12273084;1;12273037;3;12273053;2024-08-15 23:25:05.341452;12273053;True;12273053;0;answer_id_5;12273037;1;12273053;0;0;0
23487381;2014-05-06 06:28:10.653;10;23609035;53145764;17;23609035;23;50689594;2;31825089;2;67466437;3;23609035;2024-08-16 11:50:06.929703;23609035;True;23609035;1;answer_id_2;23609035;0;23609035;1;0;1
28504174;2015-02-13 16:27:56.410;36;28504261;56947021;1;51558027;2;50780515;0;28504261;41;42674106;17;28504261;2024-08-16 11:55:09.214165;28504261;True;28504261;1;answer_id_4;28504261;0;28504261;1;0;1
50824773;2018-06-12 19:47:01.247;0;50824951;50824848;1;50824907;1;50824946;1;50824951;2;50824948;1;50824951;2024-08-16 12:05:54.666143;50824951;True;50824951;1;answer_id_4;50824951;0;50824951;1;0;1
37085803;2016-05-07 07:31:10.210;11;37085804;47184437;1;42343162;2;51054414;1;66966382;1;37085804;22;37085804;2024-08-16 12:01:07.919421;37085804;True;37085804;1;answer_id_5;37085804;0;37085804;1;0;1
4641823;2011-01-09 21:09:42.997;1;4641863;4641900;0;4641851;4;4641856;0;4641863;5;4641854;0;4641863;2024-08-15 23:08:18.234522;4641863;True;4641863;1;answer_id_4;4641863;0;4641863;1;0;1
25441088;2014-08-22 06:46:21.183;253;25441208;44378079;6;25441208;502;51106247;39;40591504;13;51541841;16;25441208;2024-08-16 11:52:13.016095;25441208;True;25441208;1;answer_id_2;25441208;0;25441208;1;0;1
20071772;2013-11-19 12:36:38.040;1;20071797;20072137;2;20071797;6;20072205;1;20071927;2;20071828;2;20072137;2024-08-16 11:45:50.330659;20072137;True;20072137;0;answer_id_2;20071797;0;20072137;0;0;0
24520602;2014-07-01 23:16:41.500;85;24531432;52679560;17;24520760;10;51123749;7;50832816;9;24531432;105;2;2024-08-16 11:51:07.633085;2;False;2;0;answer_id_5;24531432;0;24520760;0;0;0
33963680;2015-11-27 19:23:26.027;8;33963737;33963737;8;73656835;1;33963757;2;33963739;5;48777883;0;33963737;2024-08-16 11:59:34.387695;33963737;True;33963737;1;answer_id_1;33963737;0;33963737;1;0;1
51272114;2018-07-10 18:42:01.343;1;51272370;51272247;2;51272502;0;51272417;1;51272370;2;51272694;0;51272370;2024-08-16 12:05:56.150556;51272370;True;51272370;1;answer_id_1;51272247;1;51272370;1;0;0
4686011;2011-01-13 22:22:13.510;1;4686140;4687305;1;4686140;3;4686133;2;4686186;4;4686361;1;4686140;2024-08-15 23:08:39.288853;4686140;True;4686140;1;answer_id_4;4686186;1;4686140;1;0;0
4739947;2011-01-19 19:49:31.340;13;4739994;4739996;3;56264954;3;4739994;8;4739991;4;4739989;28;4739996;2024-08-15 23:08:57.394802;4739996;True;4739996;0;answer_id_5;4739989;1;4739996;0;0;0
30488223;2015-05-27 16:30:06.103;25;38639576;58100056;2;62851402;1;51316671;4;53904164;12;38639576;81;2;2024-08-16 11:57:11.104331;2;False;2;0;answer_id_5;38639576;0;62851402;0;0;0
5543451;2011-04-04 19:39:20.730;9;5543600;5543489;1;5543516;2;51387526;0;5543498;4;5543600;12;5543489;2024-08-15 23:11:24.428223;5543489;True;5543489;0;answer_id_5;5543600;0;5543489;0;0;0
19302196;2013-10-10 17:18:35.360;133;19312020;19312020;86;19311268;128;51472366;10;35313166;13;32585515;55;19311268;2024-08-16 11:44:38.921171;19311268;True;19311268;0;answer_id_2;19311268;1;19311268;0;1;1
7152264;2011-08-22 19:04:39.007;1;7152304;7152332;1;7152320;3;7152311;1;7152327;0;7152304;5;id: 7152320;2024-08-15 23:15:00.675669;7152320;True;7152320;0;answer_id_5;7152304;0;7152320;0;0;0
51520448;2018-07-25 13:42:05.823;11;51581464;51582441;2;51581572;3;51589865;3;51684040;2;51581464;9;51589865;2024-08-16 12:06:12.501504;51589865;True;51589865;0;answer_id_5;51581464;0;51589865;0;0;0
45329174;2017-07-26 14:00:51.913;12;45329427;49721343;7;58856347;0;51683448;1;45329427;21;53968509;1;49721343;2024-08-16 12:03:55.444914;49721343;True;49721343;0;answer_id_4;45329427;0;49721343;0;0;0
24386771;2014-06-24 12:34:07.640;138;24387031;27205438;60;54750045;42;51705881;17;43611454;24;24387031;178;27205438;2024-08-16 11:50:59.242202;27205438;True;27205438;0;answer_id_5;24387031;0;27205438;0;0;0
10975475;2012-06-11 06:43:07.463;134;12769383;31079371;144;10975577;92;12769383;-48;57171367;13;63981823;20;12769383;2024-08-15 23:22:39.259708;12769383;True;12769383;1;answer_id_1;31079371;1;12769383;1;0;0
12707769;2012-10-03 11:42:30.970;1;12707846;12707986;1;12707838;0;12707824;0;12707826;0;12707846;2;12707986;2024-08-15 23:26:04.395648;12707986;True;12707986;0;answer_id_5;12707846;0;12707986;0;0;0
12752568;2012-10-05 19:07:55.620;4;12752597;12752595;5;12752594;9;12752616;6;12752597;28;12752626;8;12752626;2024-08-15 23:26:06.080170;12752626;True;12752626;0;answer_id_4;12752597;0;12752626;0;0;0
12798416;2012-10-09 10:48:11.447;5;12798462;12798462;6;12798654;2;12798566;7;12798849;2;12798558;1;12798462;2024-08-15 23:26:10.282421;12798462;True;12798462;1;answer_id_3;12798566;1;12798462;1;0;0
13163547;2012-10-31 17:29:43.623;5;13163583;13163587;2;52518463;1;13163617;8;13163596;2;13163583;6;52518463;2024-08-15 23:27:04.563573;52518463;True;52518463;0;answer_id_3;13163617;1;52518463;0;0;0
26334189;2014-10-13 06:35:00.413;1;26334366;26334232;1;26334338;1;26334366;3;26334246;0;26334293;1;26334366;2024-08-16 11:53:30.535825;26334366;True;26334366;1;answer_id_3;26334366;0;26334366;1;0;1
27258964;2014-12-02 21:06:48.133;0;27259011;27259010;1;27259011;3;27259203;1;27259004;0;27259063;0;27259011;2024-08-16 11:54:17.840611;27259011;True;27259011;1;answer_id_2;27259011;0;27259011;1;0;1
51771206;2018-08-09 15:45:32.133;206;51772168;51772168;153;51771563;26;51793122;11;51771629;60;51775536;18;51772168;2024-08-16 12:06:15.987328;51772168;True;51772168;1;answer_id_1;51772168;0;51772168;1;0;1
22358071;2014-03-12 16:36:32.633;824;38685948;45078661;48;38685948;429;51865483;37;48714102;113;22358234;347;45078661;2024-08-16 11:49:03.656136;45078661;True;45078661;0;answer_id_2;38685948;0;45078661;0;0;0
27293080;2014-12-04 11:38:05.800;6;27293146;27293399;1;27293146;19;27293324;0;44876514;1;27293172;6;27293146;2024-08-16 11:54:19.509912;27293146;True;27293146;1;answer_id_2;27293146;0;27293146;1;0;1
6609843;2011-07-07 11:25:52.430;-1;6609907;13971423;2;6609907;6;52016571;3;55336156;2;29138499;2;6609907;2024-08-15 23:13:56.442796;6609907;True;6609907;1;answer_id_2;6609907;0;6609907;1;0;1
52044362;2018-08-27 17:35:20.137;4;52044422;52044649;3;63971705;2;52044478;1;52044422;18;52044400;6;52044422;2024-08-16 12:06:22.121851;52044422;True;52044422;1;answer_id_4;52044422;0;52044422;1;0;1
5745064;2011-04-21 13:54:41.387;17;5748298;5748298;22;5745123;2;27552976;5;5745112;3;5745321;3;5748298;2024-08-15 23:11:50.941662;5748298;True;5748298;1;answer_id_1;5748298;0;5748298;1;0;1
11785200;2012-08-02 20:26:19.883;131;11785218;11785218;204;11785220;27;27964805;14;11785265;17;42312811;16;11785220;2024-08-15 23:24:09.298390;11785220;True;11785220;0;answer_id_1;11785218;0;11785220;0;0;0
12896529;2012-10-15 13:22:09.730;0;12896586;12896586;2;12896606;0;12896762;0;12896581;1;12896553;1;12896586;2024-08-15 23:26:28.542615;12896586;True;12896586;1;answer_id_1;12896586;0;12896586;1;0;1
13268053;2012-11-07 10:45:24.387;12;13268114;13268115;7;13268114;21;13268146;2;13268283;1;13270437;1;13268114;2024-08-15 23:27:09.569863;13268114;True;13268114;1;answer_id_2;13268114;0;13268114;1;0;1
13729625;2012-12-05 18:08:04.133;37;13735188;13729827;1;13729729;5;13729847;30;13735188;10;75666036;3;13735188;2024-08-15 23:28:02.491111;13735188;True;13735188;1;answer_id_3;13729847;1;13735188;1;0;0
52264638;2018-09-10 19:57:46.220;289;52264786;52275659;65;52264699;98;52314682;45;52264804;80;52264786;254;id: 52264699;2024-08-16 12:06:25.426685;52264699;True;52264699;0;answer_id_5;52264786;0;52264699;0;0;0
13916550;2012-12-17 15:01:04.820;2;13916645;13916710;1;13916645;2;13916615;2;13916642;0;13916604;3;13916645;2024-08-15 23:28:31.943547;13916645;True;13916645;1;answer_id_5;13916604;1;13916645;1;0;0
11544966;2012-07-18 15:31:54.603;0;11545137;11545137;3;11545249;1;14026638;0;19558987;0;11552942;0;11545137;2024-08-15 23:23:39.060530;11545137;True;11545137;1;answer_id_1;11545137;0;11545137;1;0;1
14162353;2013-01-04 17:58:52.213;4;14346757;14164434;2;14162596;3;14162539;1;14162810;3;14346757;0;14162596;2024-08-16 11:38:30.585484;14162596;True;14162596;0;answer_id_2;14162596;1;14162596;0;1;1
11322629;2012-07-04 04:56:51.880;0;11322670;11322670;4;11322681;1;11323034;1;11322685;1;11322672;3;11322670;2024-08-15 23:23:11.248995;11322670;True;11322670;1;answer_id_1;11322670;0;11322670;1;0;1
16832612;2013-05-30 09:34:30.170;4;16833015;16833032;1;16833015;8;16832972;1;16832968;1;16832800;1;16833015;2024-08-16 11:40:56.588461;16833015;True;16833015;1;answer_id_2;16833015;0;16833015;1;0;1
17925019;2013-07-29 13:11:46.600;-2;17925281;17925171;0;17925138;0;17925174;0;17925281;0;17925189;0;17925174;2024-08-16 11:42:06.987984;17925174;True;17925174;0;answer_id_1;17925171;1;17925174;0;0;0
13819995;2012-12-11 12:02:04.093;2;13836753;41368146;1;20654275;0;13836753;0;13820441;3;26812604;8;id: 13836753;2024-08-15 23:28:24.140050;13836753;True;13836753;1;answer_id_5;26812604;1;13836753;1;0;0
13973378;2012-12-20 13:35:29.270;4;13975668;13973408;7;13973418;4;13973499;2;13975668;3;13973430;0;13973418;2024-08-15 23:28:35.393937;13973418;True;13973418;0;answer_id_1;13973408;1;13973418;0;0;0
52707428;2018-10-08 17:35:31.997;0;52707649;52707649;2;63293662;0;52707825;1;60667497;0;63790367;0;63293662;2024-08-16 12:06:29.807771;63293662;True;63293662;0;answer_id_1;52707649;0;63293662;0;0;0
30602633;2015-06-02 17:22:52.210;86;37466252;73390769;2;33538154;33;52773134;19;69782835;6;37466252;200;33538154;2024-08-16 11:57:17.454996;33538154;True;33538154;0;answer_id_5;37466252;0;33538154;0;0;0
52889671;2018-10-19 09:34:41.297;1;52889860;52889802;2;52889860;3;52890069;1;52889981;1;52889897;1;52889860;2024-08-16 12:06:42.327994;52889860;True;52889860;1;answer_id_2;52889860;0;52889860;1;0;1
16896321;2013-06-03 12:04:48.140;1;16896389;16896424;0;16896634;1;16896340;5;16896450;0;16896389;3;16896634;2024-08-16 11:40:59.268587;16896634;True;16896634;0;answer_id_3;16896340;1;16896634;0;0;0
37649704;2016-06-06 04:47:32.727;1;52855231;37650610;0;37649752;0;52855231;0;37649784;0;37650413;0;1;2024-08-16 12:01:28.831465;1;False;1;0;answer_id_1;37650610;1;37650610;0;1;1
53191230;2018-11-07 14:15:24.180;2;53191431;53205721;1;53206376;2;53191485;1;53194350;1;53191431;5;53191485;2024-08-16 12:06:44.555938;53191485;True;53191485;0;answer_id_5;53191431;0;53191485;0;0;0
32409741;2015-09-05 05:15:51.537;14;32420555;59834370;0;32420555;5;36156742;8;32409781;0;45397130;1;2;2024-08-16 11:58:57.566678;2;False;2;0;answer_id_3;36156742;1;32420555;1;0;0
6443648;2011-06-22 16:58:06.677;10;36189269;31681627;1;6447378;2;36189269;1;6443880;1;6447248;1;31681627;2024-08-15 23:13:43.934490;31681627;True;31681627;0;answer_id_2;6447378;1;31681627;0;0;0
24411248;2014-06-25 14:21:53.417;5;24411651;24411687;2;24411782;2;24412093;2;24411884;1;24411651;4;24411782;2024-08-16 11:51:02.827560;24411782;True;24411782;0;answer_id_5;24411651;0;24411782;0;0;0
3869026;2010-10-06 01:57:29.237;75;3869236;3869236;87;16644476;35;53265132;1;9004927;22;41415864;2;1;2024-08-15 23:06:45.779908;1;False;1;0;answer_id_1;3869236;0;3869236;1;0;1
25063995;2014-07-31 16:12:57.333;71;25064080;37948844;8;25064080;70;53397754;13;33881946;56;29571677;19;2;2024-08-16 11:51:54.356129;2;False;2;0;answer_id_2;25064080;0;25064080;1;0;1
24139352;2014-06-10 11:02:04.673;35;24176501;54991506;0;24176501;9;53567726;0;24139554;38;62639143;1;24139554;2024-08-16 11:50:45.019910;24139554;True;24139554;0;answer_id_4;24139554;1;24139554;0;1;1
24219087;2014-06-14 10:41:47.893;11;24219262;24219249;28;24219262;13;30771624;5;24235468;9;30759385;3;24219262;2024-08-16 11:50:47.338200;24219262;True;24219262;1;answer_id_1;24219249;1;24219262;1;0;0
27108911;2014-11-24 15:58:33.003;34;27109001;27108952;2;54577517;1;53585190;34;63946845;0;27109001;28;1;2024-08-16 11:54:09.233152;1;False;1;0;answer_id_3;53585190;1;27108952;0;0;0
23217002;2014-04-22 10:31:21.180;213;23217203;49716696;28;24606025;72;31631812;16;23217203;304;31040641;141;4;2024-08-16 11:49:53.224360;4;False;4;0;answer_id_4;23217203;0;23217203;1;0;1
53668443;2018-12-07 11:16:01.090;0;53668534;53668565;0;53668746;1;53668650;0;53668534;0;53668533;2;53668534;2024-08-16 12:06:49.903381;53668534;True;53668534;1;answer_id_5;53668533;1;53668534;1;0;0
20351791;2013-12-03 12:53:48.677;1;20351843;20352386;0;20352205;0;20351843;6;20351866;0;20351849;3;20351843;2024-08-16 11:46:18.308317;20351843;True;20351843;1;answer_id_3;20351843;0;20351843;1;0;1
29313030;2015-03-28 02:35:33.717;10;30046419;73487886;0;30046419;6;53680132;1;33166795;2;30898679;11;30898679;2024-08-16 11:55:46.126915;30898679;True;30898679;0;answer_id_5;30898679;1;30898679;0;1;1
53764906;2018-12-13 15:16:53.407;6;53764978;53767334;1;53765101;2;53765093;0;53765073;2;53764978;3;53767334;2024-08-16 12:06:51.679887;53767334;True;53767334;0;answer_id_5;53764978;0;53767334;0;0;0
34349704;2015-12-18 06:29:49.153;0;34358893;34357808;0;34358893;0;53888549;0;34355877;0;34350080;0;34358893;2024-08-16 11:59:52.531465;34358893;True;34358893;1;answer_id_1;34357808;1;34358893;1;0;0
54031994;2019-01-04 01:18:59.077;12;54032105;54032080;5;54032147;3;54032241;4;54032105;9;54034408;8;54032147;2024-08-16 12:06:53.480340;54032147;True;54032147;0;answer_id_4;54032105;0;54032147;0;0;0
20739600;2013-12-23 08:25:29.157;2;20739610;20739632;3;20739711;8;20739653;1;20739635;2;20739610;7;20739632;2024-08-16 11:47:13.876207;20739632;True;20739632;0;answer_id_2;20739711;1;20739632;0;0;0
54083342;2019-01-07 23:33:42.160;8;54083437;54083481;1;54092051;1;54083437;8;54083464;3;54083875;3;54083437;2024-08-16 12:06:58.425895;54083437;True;54083437;1;answer_id_3;54083437;0;54083437;1;0;1
